Unnamed: 0,image_path,glasses,hat,facial_hair,label
89221,train_img/089222.jpg,0.0,0.0,0.0,1.0
37796,train_img/037797.jpg,0.0,0.0,0.0,1.0
50875,train_img/050876.jpg,0.0,0.0,0.0,1.0
77458,train_img/077459.jpg,0.0,0.0,0.0,1.0
84603,train_img/084604.jpg,0.0,0.0,0.0,1.0
3411,train_img/003412.jpg,0.0,0.0,0.0,1.0
16564,train_img/016565.jpg,0.0,0.0,0.0,1.0
80683,train_img/080684.jpg,0.0,0.0,0.0,1.0
31952,train_img/031953.jpg,0.0,0.0,0.0,1.0
2119,train_img/017652.jpg,1.0,0.0,1.0,0.0
6741,train_img/006742.jpg,0.0,0.0,0.0,1.0
74120,train_img/074121.jpg,0.0,0.0,0.0,1.0
16587,train_img/016588.jpg,0.0,0.0,0.0,1.0
14087,train_img/014088.jpg,0.0,0.0,0.0,1.0
29935,train_img/029936.jpg,0.0,0.0,0.0,1.0
1869,train_img/015570.jpg,1.0,0.0,1.0,0.0
95910,train_img/095911.jpg,0.0,0.0,0.0,1.0
10652,train_img/088606.jpg,1.0,1.0,0.0,0.0
88439,train_img/088440.jpg,0.0,0.0,0.0,1.0
3189,train_img/003190.jpg,0.0,0.0,0.0,1.0
65814,train_img/065815.jpg,0.0,0.0,0.0,1.0
6571,train_img/054638.jpg,0.0,1.0,1.0,0.0
23317,train_img/023318.jpg,0.0,0.0,0.0,1.0
18132,train_img/018133.jpg,0.0,0.0,0.0,1.0
13779,train_img/013780.jpg,0.0,0.0,0.0,1.0
78085,train_img/078086.jpg,0.0,0.0,0.0,1.0
28482,train_img/028483.jpg,0.0,0.0,0.0,1.0
58145,train_img/058146.jpg,0.0,0.0,0.0,1.0
22116,train_img/022117.jpg,0.0,0.0,0.0,1.0
98682,train_img/098683.jpg,0.0,0.0,0.0,1.0
80962,train_img/080963.jpg,0.0,0.0,0.0,1.0
40196,train_img/040197.jpg,0.0,0.0,0.0,1.0
67694,train_img/067695.jpg,0.0,0.0,0.0,1.0
413,train_img/000414.jpg,0.0,0.0,0.0,1.0
7674,train_img/007675.jpg,0.0,0.0,0.0,1.0
4390,train_img/004391.jpg,0.0,0.0,0.0,1.0
9833,train_img/081529.jpg,1.0,0.0,1.0,0.0
3551,train_img/029708.jpg,0.0,1.0,0.0,0.0
4706,train_img/039131.jpg,1.0,0.0,1.0,0.0
11476,train_img/011477.jpg,0.0,0.0,0.0,1.0
2660,train_img/002661.jpg,0.0,0.0,0.0,1.0
10529,train_img/087629.jpg,0.0,0.0,1.0,0.0
24668,train_img/024669.jpg,0.0,0.0,0.0,1.0
3543,train_img/029634.jpg,0.0,1.0,1.0,0.0
49660,train_img/049661.jpg,0.0,0.0,0.0,1.0
70565,train_img/070566.jpg,0.0,0.0,0.0,1.0
47329,train_img/047330.jpg,0.0,0.0,0.0,1.0
92016,train_img/092017.jpg,0.0,0.0,0.0,1.0
44397,train_img/044398.jpg,0.0,0.0,0.0,1.0
57386,train_img/057387.jpg,0.0,0.0,0.0,1.0
37117,train_img/037118.jpg,0.0,0.0,0.0,1.0
2935,train_img/024446.jpg,1.0,0.0,0.0,0.0
78543,train_img/078544.jpg,0.0,0.0,0.0,1.0
49021,train_img/049022.jpg,0.0,0.0,0.0,1.0
45253,train_img/045254.jpg,0.0,0.0,0.0,1.0
90342,train_img/090343.jpg,0.0,0.0,0.0,1.0
61570,train_img/061571.jpg,0.0,0.0,0.0,1.0
99906,train_img/099907.jpg,0.0,0.0,0.0,1.0
25128,train_img/025129.jpg,0.0,0.0,0.0,1.0
83386,train_img/083387.jpg,0.0,0.0,0.0,1.0
99248,train_img/099249.jpg,0.0,0.0,0.0,1.0
62939,train_img/062940.jpg,0.0,0.0,0.0,1.0
11787,train_img/097671.jpg,0.0,0.0,0.0,0.0
16983,train_img/016984.jpg,0.0,0.0,0.0,1.0
87205,train_img/087206.jpg,0.0,0.0,0.0,1.0
31224,train_img/031225.jpg,0.0,0.0,0.0,1.0
2753,train_img/022919.jpg,0.0,1.0,0.0,0.0
99474,train_img/099475.jpg,0.0,0.0,0.0,1.0
8120,train_img/008121.jpg,0.0,0.0,0.0,1.0
53600,train_img/053601.jpg,0.0,0.0,0.0,1.0
59893,train_img/059894.jpg,0.0,0.0,0.0,1.0
9669,train_img/009670.jpg,0.0,0.0,0.0,1.0
78865,train_img/078866.jpg,0.0,0.0,0.0,1.0
42504,train_img/042505.jpg,0.0,0.0,0.0,1.0
38342,train_img/038343.jpg,0.0,0.0,0.0,1.0
34293,train_img/034294.jpg,0.0,0.0,0.0,1.0
5764,train_img/005765.jpg,0.0,0.0,0.0,1.0
85674,train_img/085675.jpg,0.0,0.0,0.0,1.0
69571,train_img/069572.jpg,0.0,0.0,0.0,1.0
74227,train_img/074228.jpg,0.0,0.0,0.0,1.0
19232,train_img/019233.jpg,0.0,0.0,0.0,1.0
97596,train_img/097597.jpg,0.0,0.0,0.0,1.0
84923,train_img/084924.jpg,0.0,0.0,0.0,1.0
55256,train_img/055257.jpg,0.0,0.0,0.0,1.0
36109,train_img/036110.jpg,0.0,0.0,0.0,1.0
95019,train_img/095020.jpg,0.0,0.0,0.0,1.0
55056,train_img/055057.jpg,0.0,0.0,0.0,1.0
47502,train_img/047503.jpg,0.0,0.0,0.0,1.0
62693,train_img/062694.jpg,0.0,0.0,0.0,1.0
62011,train_img/062012.jpg,0.0,0.0,0.0,1.0
11377,train_img/094356.jpg,1.0,0.0,0.0,0.0
83161,train_img/083162.jpg,0.0,0.0,0.0,1.0
92508,train_img/092509.jpg,0.0,0.0,0.0,1.0
5597,train_img/046506.jpg,0.0,1.0,0.0,0.0
51606,train_img/051607.jpg,0.0,0.0,0.0,1.0
2904,train_img/024110.jpg,0.0,0.0,1.0,0.0
27073,train_img/027074.jpg,0.0,0.0,0.0,1.0
46514,train_img/046515.jpg,0.0,0.0,0.0,1.0
37731,train_img/037732.jpg,0.0,0.0,0.0,1.0
17095,train_img/017096.jpg,0.0,0.0,0.0,1.0
29796,train_img/029797.jpg,0.0,0.0,0.0,1.0
84626,train_img/084627.jpg,0.0,0.0,0.0,1.0
78197,train_img/078198.jpg,0.0,0.0,0.0,1.0
39692,train_img/039693.jpg,0.0,0.0,0.0,1.0
81207,train_img/081208.jpg,0.0,0.0,0.0,1.0
26599,train_img/026600.jpg,0.0,0.0,0.0,1.0
34410,train_img/034411.jpg,0.0,0.0,0.0,1.0
30529,train_img/030530.jpg,0.0,0.0,0.0,1.0
12369,train_img/012370.jpg,0.0,0.0,0.0,1.0
82539,train_img/082540.jpg,0.0,0.0,0.0,1.0
71547,train_img/071548.jpg,0.0,0.0,0.0,1.0
76922,train_img/076923.jpg,0.0,0.0,0.0,1.0
55940,train_img/055941.jpg,0.0,0.0,0.0,1.0
93004,train_img/093005.jpg,0.0,0.0,0.0,1.0
27561,train_img/027562.jpg,0.0,0.0,0.0,1.0
22285,train_img/022286.jpg,0.0,0.0,0.0,1.0
43128,train_img/043129.jpg,0.0,0.0,0.0,1.0
1039,train_img/008446.jpg,1.0,0.0,1.0,0.0
5988,train_img/005989.jpg,0.0,0.0,0.0,1.0
31654,train_img/031655.jpg,0.0,0.0,0.0,1.0
31590,train_img/031591.jpg,0.0,0.0,0.0,1.0
20927,train_img/020928.jpg,0.0,0.0,0.0,1.0
44565,train_img/044566.jpg,0.0,0.0,0.0,1.0
10453,train_img/010454.jpg,0.0,0.0,0.0,1.0
27375,train_img/027376.jpg,0.0,0.0,0.0,1.0
80793,train_img/080794.jpg,0.0,0.0,0.0,1.0
92901,train_img/092902.jpg,0.0,0.0,0.0,1.0
6524,train_img/054244.jpg,1.0,0.0,0.0,0.0
74448,train_img/074449.jpg,0.0,0.0,0.0,1.0
74330,train_img/074331.jpg,0.0,0.0,0.0,1.0
20920,train_img/020921.jpg,0.0,0.0,0.0,1.0
57857,train_img/057858.jpg,0.0,0.0,0.0,1.0
68433,train_img/068434.jpg,0.0,0.0,0.0,1.0
5823,train_img/005824.jpg,0.0,0.0,0.0,1.0
78452,train_img/078453.jpg,0.0,0.0,0.0,1.0
53551,train_img/053552.jpg,0.0,0.0,0.0,1.0
56621,train_img/056622.jpg,0.0,0.0,0.0,1.0
33218,train_img/033219.jpg,0.0,0.0,0.0,1.0
57802,train_img/057803.jpg,0.0,0.0,0.0,1.0
45520,train_img/045521.jpg,0.0,0.0,0.0,1.0
49928,train_img/049929.jpg,0.0,0.0,0.0,1.0
84366,train_img/084367.jpg,0.0,0.0,0.0,1.0
96716,train_img/096717.jpg,0.0,0.0,0.0,1.0
68144,train_img/068145.jpg,0.0,0.0,0.0,1.0
37344,train_img/037345.jpg,0.0,0.0,0.0,1.0
3282,train_img/027478.jpg,0.0,0.0,1.0,0.0
96320,train_img/096321.jpg,0.0,0.0,0.0,1.0
37859,train_img/037860.jpg,0.0,0.0,0.0,1.0
10873,train_img/010874.jpg,0.0,0.0,0.0,1.0
82059,train_img/082060.jpg,0.0,0.0,0.0,1.0
70959,train_img/070960.jpg,0.0,0.0,0.0,1.0
80565,train_img/080566.jpg,0.0,0.0,0.0,1.0
95010,train_img/095011.jpg,0.0,0.0,0.0,1.0
42449,train_img/042450.jpg,0.0,0.0,0.0,1.0
49754,train_img/049755.jpg,0.0,0.0,0.0,1.0
18446,train_img/018447.jpg,0.0,0.0,0.0,1.0
25158,train_img/025159.jpg,0.0,0.0,0.0,1.0
53919,train_img/053920.jpg,0.0,0.0,0.0,1.0
99403,train_img/099404.jpg,0.0,0.0,0.0,1.0
69635,train_img/069636.jpg,0.0,0.0,0.0,1.0
92267,train_img/092268.jpg,0.0,0.0,0.0,1.0
63907,train_img/063908.jpg,0.0,0.0,0.0,1.0
90676,train_img/090677.jpg,0.0,0.0,0.0,1.0
85822,train_img/085823.jpg,0.0,0.0,0.0,1.0
87518,train_img/087519.jpg,0.0,0.0,0.0,1.0
53686,train_img/053687.jpg,0.0,0.0,0.0,1.0
56640,train_img/056641.jpg,0.0,0.0,0.0,1.0
88002,train_img/088003.jpg,0.0,0.0,0.0,1.0
54880,train_img/054881.jpg,0.0,0.0,0.0,1.0
9740,train_img/009741.jpg,0.0,0.0,0.0,1.0
17756,train_img/017757.jpg,0.0,0.0,0.0,1.0
98820,train_img/098821.jpg,0.0,0.0,0.0,1.0
1337,train_img/001338.jpg,0.0,0.0,0.0,1.0
7496,train_img/007497.jpg,0.0,0.0,0.0,1.0
15590,train_img/015591.jpg,0.0,0.0,0.0,1.0
225,train_img/000226.jpg,0.0,0.0,0.0,1.0
16764,train_img/016765.jpg,0.0,0.0,0.0,1.0
16201,train_img/016202.jpg,0.0,0.0,0.0,1.0
98049,train_img/098050.jpg,0.0,0.0,0.0,1.0
65386,train_img/065387.jpg,0.0,0.0,0.0,1.0
3803,train_img/031551.jpg,1.0,0.0,1.0,0.0
42891,train_img/042892.jpg,0.0,0.0,0.0,1.0
72288,train_img/072289.jpg,0.0,0.0,0.0,1.0
73674,train_img/073675.jpg,0.0,0.0,0.0,1.0
8277,train_img/008278.jpg,0.0,0.0,0.0,1.0
42447,train_img/042448.jpg,0.0,0.0,0.0,1.0
85408,train_img/085409.jpg,0.0,0.0,0.0,1.0
68195,train_img/068196.jpg,0.0,0.0,0.0,1.0
23899,train_img/023900.jpg,0.0,0.0,0.0,1.0
10217,train_img/084892.jpg,0.0,1.0,1.0,0.0
32328,train_img/032329.jpg,0.0,0.0,0.0,1.0
43591,train_img/043592.jpg,0.0,0.0,0.0,1.0
247,train_img/000248.jpg,0.0,0.0,0.0,1.0
56781,train_img/056782.jpg,0.0,0.0,0.0,1.0
9203,train_img/009204.jpg,0.0,0.0,0.0,1.0
39893,train_img/039894.jpg,0.0,0.0,0.0,1.0
17633,train_img/017634.jpg,0.0,0.0,0.0,1.0
69324,train_img/069325.jpg,0.0,0.0,0.0,1.0
6578,train_img/054686.jpg,1.0,0.0,1.0,0.0
5225,train_img/043404.jpg,0.0,1.0,0.0,0.0
20362,train_img/020363.jpg,0.0,0.0,0.0,1.0
70936,train_img/070937.jpg,0.0,0.0,0.0,1.0
23783,train_img/023784.jpg,0.0,0.0,0.0,1.0
84922,train_img/084923.jpg,0.0,0.0,0.0,1.0
4995,train_img/041337.jpg,1.0,0.0,1.0,0.0
58985,train_img/058986.jpg,0.0,0.0,0.0,1.0
66443,train_img/066444.jpg,0.0,0.0,0.0,1.0
93264,train_img/093265.jpg,0.0,0.0,0.0,1.0
28581,train_img/028582.jpg,0.0,0.0,0.0,1.0
6056,train_img/006057.jpg,0.0,0.0,0.0,1.0
80369,train_img/080370.jpg,0.0,0.0,0.0,1.0
81130,train_img/081131.jpg,0.0,0.0,0.0,1.0
34276,train_img/034277.jpg,0.0,0.0,0.0,1.0
18042,train_img/018043.jpg,0.0,0.0,0.0,1.0
31226,train_img/031227.jpg,0.0,0.0,0.0,1.0
10196,train_img/084674.jpg,1.0,0.0,0.0,0.0
9425,train_img/078322.jpg,0.0,0.0,1.0,0.0
45922,train_img/045923.jpg,0.0,0.0,0.0,1.0
90537,train_img/090538.jpg,0.0,0.0,0.0,1.0
46735,train_img/046736.jpg,0.0,0.0,0.0,1.0
2320,train_img/002321.jpg,0.0,0.0,0.0,1.0
7407,train_img/061622.jpg,1.0,1.0,1.0,0.0
23638,train_img/023639.jpg,0.0,0.0,0.0,1.0
48537,train_img/048538.jpg,0.0,0.0,0.0,1.0
90399,train_img/090400.jpg,0.0,0.0,0.0,1.0
91505,train_img/091506.jpg,0.0,0.0,0.0,1.0
7216,train_img/060069.jpg,1.0,0.0,1.0,0.0
96669,train_img/096670.jpg,0.0,0.0,0.0,1.0
53302,train_img/053303.jpg,0.0,0.0,0.0,1.0
55733,train_img/055734.jpg,0.0,0.0,0.0,1.0
36752,train_img/036753.jpg,0.0,0.0,0.0,1.0
15766,train_img/015767.jpg,0.0,0.0,0.0,1.0
92527,train_img/092528.jpg,0.0,0.0,0.0,1.0
1309,train_img/001310.jpg,0.0,0.0,0.0,1.0
20124,train_img/020125.jpg,0.0,0.0,0.0,1.0
11862,train_img/098284.jpg,0.0,0.0,1.0,0.0
1263,train_img/010462.jpg,1.0,0.0,0.0,0.0
15022,train_img/015023.jpg,0.0,0.0,0.0,1.0
32446,train_img/032447.jpg,0.0,0.0,0.0,1.0
17616,train_img/017617.jpg,0.0,0.0,0.0,1.0
1666,train_img/013849.jpg,1.0,0.0,1.0,0.0
20939,train_img/020940.jpg,0.0,0.0,0.0,1.0
18033,train_img/018034.jpg,0.0,0.0,0.0,1.0
47275,train_img/047276.jpg,0.0,0.0,0.0,1.0
4083,train_img/004084.jpg,0.0,0.0,0.0,1.0
30168,train_img/030169.jpg,0.0,0.0,0.0,1.0
21714,train_img/021715.jpg,0.0,0.0,0.0,1.0
35823,train_img/035824.jpg,0.0,0.0,0.0,1.0
11753,train_img/011754.jpg,0.0,0.0,0.0,1.0
20794,train_img/020795.jpg,0.0,0.0,0.0,1.0
57920,train_img/057921.jpg,0.0,0.0,0.0,1.0
1337,train_img/011060.jpg,1.0,1.0,1.0,0.0
18913,train_img/018914.jpg,0.0,0.0,0.0,1.0
84686,train_img/084687.jpg,0.0,0.0,0.0,1.0
60102,train_img/060103.jpg,0.0,0.0,0.0,1.0
13117,train_img/013118.jpg,0.0,0.0,0.0,1.0
48580,train_img/048581.jpg,0.0,0.0,0.0,1.0
57966,train_img/057967.jpg,0.0,0.0,0.0,1.0
6656,train_img/006657.jpg,0.0,0.0,0.0,1.0
66460,train_img/066461.jpg,0.0,0.0,0.0,1.0
47952,train_img/047953.jpg,0.0,0.0,0.0,1.0
79707,train_img/079708.jpg,0.0,0.0,0.0,1.0
27213,train_img/027214.jpg,0.0,0.0,0.0,1.0
93613,train_img/093614.jpg,0.0,0.0,0.0,1.0
72873,train_img/072874.jpg,0.0,0.0,0.0,1.0
31518,train_img/031519.jpg,0.0,0.0,0.0,1.0
17722,train_img/017723.jpg,0.0,0.0,0.0,1.0
30835,train_img/030836.jpg,0.0,0.0,0.0,1.0
9228,train_img/076650.jpg,0.0,0.0,1.0,0.0
53825,train_img/053826.jpg,0.0,0.0,0.0,1.0
44022,train_img/044023.jpg,0.0,0.0,0.0,1.0
7430,train_img/007431.jpg,0.0,0.0,0.0,1.0
37805,train_img/037806.jpg,0.0,0.0,0.0,1.0
98403,train_img/098404.jpg,0.0,0.0,0.0,1.0
70295,train_img/070296.jpg,0.0,0.0,0.0,1.0
98322,train_img/098323.jpg,0.0,0.0,0.0,1.0
39359,train_img/039360.jpg,0.0,0.0,0.0,1.0
25606,train_img/025607.jpg,0.0,0.0,0.0,1.0
48547,train_img/048548.jpg,0.0,0.0,0.0,1.0
479,train_img/000480.jpg,0.0,0.0,0.0,1.0
74769,train_img/074770.jpg,0.0,0.0,0.0,1.0
8408,train_img/008409.jpg,0.0,0.0,0.0,1.0
80296,train_img/080297.jpg,0.0,0.0,0.0,1.0
86286,train_img/086287.jpg,0.0,0.0,0.0,1.0
46756,train_img/046757.jpg,0.0,0.0,0.0,1.0
48736,train_img/048737.jpg,0.0,0.0,0.0,1.0
75347,train_img/075348.jpg,0.0,0.0,0.0,1.0
93326,train_img/093327.jpg,0.0,0.0,0.0,1.0
55788,train_img/055789.jpg,0.0,0.0,0.0,1.0
63955,train_img/063956.jpg,0.0,0.0,0.0,1.0
22921,train_img/022922.jpg,0.0,0.0,0.0,1.0
85513,train_img/085514.jpg,0.0,0.0,0.0,1.0
75211,train_img/075212.jpg,0.0,0.0,0.0,1.0
38965,train_img/038966.jpg,0.0,0.0,0.0,1.0
19198,train_img/019199.jpg,0.0,0.0,0.0,1.0
4625,train_img/004626.jpg,0.0,0.0,0.0,1.0
34273,train_img/034274.jpg,0.0,0.0,0.0,1.0
93513,train_img/093514.jpg,0.0,0.0,0.0,1.0
91958,train_img/091959.jpg,0.0,0.0,0.0,1.0
33049,train_img/033050.jpg,0.0,0.0,0.0,1.0
67776,train_img/067777.jpg,0.0,0.0,0.0,1.0
40491,train_img/040492.jpg,0.0,0.0,0.0,1.0
22682,train_img/022683.jpg,0.0,0.0,0.0,1.0
12926,train_img/012927.jpg,0.0,0.0,0.0,1.0
32979,train_img/032980.jpg,0.0,0.0,0.0,1.0
87728,train_img/087729.jpg,0.0,0.0,0.0,1.0
24894,train_img/024895.jpg,0.0,0.0,0.0,1.0
